wavelength [nm],transmission
523,1.42E-08
523.2,1.41E-08
523.4,2.94E-08
523.6,4.48E-08
523.8,2.60E-08
524,1.76E-08
524.2,3.00E-08
524.4,5.19E-08
524.6,4.56E-08
524.8,2.44E-08
525,2.04E-08
525.2,4.97E-08
525.4,1.71E-08
525.6,1.50E-08
525.8,4.51E-08
526,4.54E-08
526.2,2.52E-08
526.4,2.00E-08
526.6,6.62E-08
526.8,3.66E-08
527,2.68E-08
527.2,1.54E-08
527.4,1.34E-08
527.6,1.33E-08
527.8,2.04E-08
528,1.16E-07
528.2,2.79E-08
528.4,3.25E-08
528.6,2.12E-08
528.8,2.34E-08
529,7.06E-08
529.2,1.97E-08
529.4,3.13E-08
529.6,5.89E-08
529.8,2.82E-08
530,5.79E-08
530.2,3.07E-08
530.4,1.30E-08
530.6,1.30E-08
530.8,1.29E-08
531,1.29E-08
531.2,1.29E-08
531.4,4.34E-08
531.6,3.27E-08
531.8,2.07E-08
532,7.07E-08
532.2,2.95E-08
532.4,4.31E-08
532.6,3.07E-08
532.8,1.88E-08
533,1.88E-08
533.2,6.19E-08
533.4,1.87E-08
533.6,2.68E-08
533.8,2.82E-08
534,1.45E-08
534.2,1.24E-08
534.4,1.24E-08
534.6,1.24E-08
534.8,1.26E-08
535,7.18E-08
535.2,3.31E-08
535.4,1.42E-08
535.6,2.73E-08
535.8,2.95E-08
536,1.64E-08
536.2,6.84E-08
536.4,1.90E-08
536.6,1.12E-08
536.8,9.37E-09
537,9.11E-09
537.2,1.03E-08
537.4,1.98E-08
537.6,2.71E-08
537.8,2.70E-08
538,2.97E-08
538.2,4.61E-08
538.4,6.51E-08
538.6,4.34E-08
538.8,1.19E-08
539,1.18E-08
539.2,3.45E-08
539.4,3.97E-08
539.6,3.81E-08
539.8,6.03E-08
540,7.26E-08
540.2,4.54E-08
540.4,1.51E-08
540.6,1.18E-08
540.8,2.19E-08
541,2.13E-08
541.2,1.18E-08
541.4,1.49E-08
541.6,3.52E-08
541.8,4.43E-08
542,2.04E-08
542.2,1.66E-08
542.4,3.28E-08
542.6,5.39E-08
542.8,6.20E-08
543,3.56E-08
543.2,5.08E-08
543.4,3.47E-08
543.6,2.35E-08
543.8,3.91E-08
544,5.38E-08
544.2,2.11E-08
544.4,1.21E-08
544.6,4.46E-08
544.8,3.01E-08
545,1.68E-08
545.2,1.78E-08
545.4,8.51E-09
545.6,8.51E-09
545.8,1.55E-08
546,2.18E-08
546.2,1.13E-08
546.4,1.03E-08
546.6,1.25E-08
546.8,1.13E-08
547,1.13E-08
547.2,1.13E-08
547.4,1.13E-08
547.6,1.13E-08
547.8,1.72E-08
548,4.95E-08
548.2,3.42E-08
548.4,1.13E-08
548.6,5.25E-08
548.8,5.64E-08
549,4.47E-08
549.2,5.05E-08
549.4,7.29E-08
549.6,5.58E-08
549.8,5.57E-08
550,2.73E-08
550.2,4.17E-08
550.4,5.16E-08
550.6,3.49E-08
550.8,3.81E-08
551,2.56E-08
551.2,6.12E-08
551.4,1.85E-08
551.6,1.11E-08
551.8,1.11E-08
552,1.34E-08
552.2,3.78E-08
552.4,1.04E-08
552.6,2.01E-08
552.8,1.62E-08
553,8.42E-09
553.2,8.32E-09
553.4,1.35E-08
553.6,5.43E-08
553.8,1.10E-08
554,1.10E-08
554.2,3.77E-08
554.4,5.33E-08
554.6,3.50E-08
554.8,4.33E-08
555,3.18E-08
555.2,1.11E-08
555.4,1.92E-08
555.6,1.42E-08
555.8,2.24E-08
556,6.88E-08
556.2,8.65E-08
556.4,2.94E-08
556.6,3.21E-08
556.8,4.02E-08
557,3.68E-08
557.2,2.21E-08
557.4,1.08E-08
557.6,1.08E-08
557.8,1.85E-08
558,1.13E-08
558.2,2.41E-08
558.4,1.81E-08
558.6,1.08E-08
558.8,1.08E-08
559,1.08E-08
559.2,3.49E-08
559.4,2.40E-08
559.6,1.35E-08
559.8,1.08E-08
560,1.08E-08
560.2,1.08E-08
560.4,1.08E-08
560.6,1.91E-08
560.8,3.01E-08
561,3.91E-08
561.2,2.36E-08
561.4,1.71E-08
561.6,7.58E-08
561.8,7.58E-08
562,3.80E-08
562.2,2.35E-08
562.4,3.32E-08
562.6,3.86E-08
562.8,2.99E-08
563,2.17E-08
563.2,3.77E-08
563.4,2.83E-08
563.6,2.22E-08
563.8,3.25E-08
564,2.54E-08
564.2,1.08E-08
564.4,1.07E-08
564.6,1.07E-08
564.8,2.24E-08
565,4.48E-08
565.2,2.31E-08
565.4,1.06E-08
565.6,1.06E-08
565.8,1.06E-08
566,4.17E-08
566.2,3.66E-08
566.4,2.60E-08
566.6,2.69E-08
566.8,3.59E-08
567,1.71E-08
567.2,5.69E-08
567.4,2.10E-08
567.6,5.36E-08
567.8,6.10E-08
568,2.13E-08
568.2,4.88E-08
568.4,2.00E-08
568.6,1.64E-08
568.8,8.11E-08
569,3.84E-08
569.2,4.91E-08
569.4,4.85E-08
569.6,2.28E-08
569.8,3.15E-08
570,4.73E-08
570.2,5.27E-08
570.4,3.56E-08
570.6,1.61E-08
570.8,1.36E-08
571,1.88E-08
571.2,1.08E-08
571.4,1.77E-08
571.6,4.49E-08
571.8,7.13E-08
572,7.07E-08
572.2,6.89E-08
572.4,4.79E-08
572.6,1.70E-08
572.8,1.07E-08
573,3.42E-08
573.2,5.16E-08
573.4,2.80E-08
573.6,1.44E-08
573.8,3.32E-08
574,5.76E-08
574.2,5.48E-08
574.4,4.64E-08
574.6,3.63E-08
574.8,3.74E-08
575,6.28E-08
575.2,4.09E-08
575.4,3.25E-08
575.6,3.75E-08
575.8,2.22E-08
576,1.24E-08
576.2,1.65E-08
576.4,1.04E-08
576.6,1.04E-08
576.8,1.79E-08
577,2.07E-08
577.2,2.41E-08
577.4,2.99E-08
577.6,2.48E-08
577.8,2.22E-08
578,3.06E-08
578.2,1.36E-08
578.4,3.24E-08
578.6,7.89E-08
578.8,6.56E-08
579,3.36E-08
579.2,1.39E-08
579.4,8.69E-08
579.6,6.27E-08
579.8,3.96E-08
580,3.10E-08
580.2,3.10E-08
580.4,3.10E-08
580.6,3.26E-08
580.8,4.89E-08
581,4.46E-08
581.2,2.98E-08
581.4,2.81E-08
581.6,6.26E-08
581.8,6.89E-08
582,3.82E-08
582.2,3.16E-08
582.4,5.41E-08
582.6,4.15E-08
582.8,6.25E-08
583,6.25E-08
583.2,2.36E-08
583.4,3.10E-08
583.6,1.29E-08
583.8,1.04E-08
584,1.61E-08
584.2,2.49E-08
584.4,1.04E-08
584.6,5.18E-08
584.8,9.13E-08
585,8.49E-08
585.2,3.78E-08
585.4,2.37E-08
585.6,3.43E-08
585.8,5.95E-08
586,5.62E-08
586.2,1.19E-08
586.4,3.31E-08
586.6,3.16E-08
586.8,2.75E-08
587,5.22E-08
587.2,6.03E-08
587.4,6.19E-08
587.6,3.93E-08
587.8,5.21E-08
588,6.34E-08
588.2,6.80E-08
588.4,4.86E-08
588.6,3.14E-08
588.8,4.22E-08
589,5.05E-08
589.2,3.72E-08
589.4,3.11E-08
589.6,3.11E-08
589.8,3.26E-08
590,7.85E-08
590.2,5.76E-08
590.4,4.35E-08
590.6,8.15E-08
590.8,4.50E-08
591,1.67E-08
591.2,1.03E-07
591.4,2.84E-08
591.6,5.60E-08
591.8,5.33E-08
592,3.11E-08
592.2,6.48E-08
592.4,6.21E-08
592.6,6.47E-08
592.8,4.08E-08
593,5.08E-08
593.2,6.71E-08
593.4,6.48E-08
593.6,3.85E-08
593.8,2.33E-08
594,4.84E-08
594.2,5.20E-08
594.4,5.95E-08
594.6,8.08E-08
594.8,8.64E-08
595,8.39E-08
595.2,6.93E-08
595.4,7.04E-08
595.6,8.98E-08
595.8,8.78E-08
596,9.15E-08
596.2,8.28E-08
596.4,7.19E-08
596.6,8.52E-08
596.8,9.19E-08
597,8.72E-08
597.2,6.66E-08
597.4,6.42E-08
597.6,6.87E-08
597.8,6.03E-08
598,5.19E-08
598.2,1.43E-08
598.4,2.71E-08
598.6,6.10E-08
598.8,6.66E-08
599,6.51E-08
599.2,6.97E-08
599.4,6.49E-08
599.6,6.32E-08
599.8,6.78E-08
600,9.08E-08
600.2,1.11E-07
600.4,9.22E-08
600.6,7.46E-08
600.8,9.12E-08
601,5.21E-08
601.2,5.10E-08
601.4,5.07E-08
601.6,4.11E-08
601.8,5.73E-08
602,7.21E-08
602.2,6.38E-08
602.4,1.05E-07
602.6,1.36E-07
602.8,1.11E-07
603,8.57E-08
603.2,9.93E-08
603.4,8.11E-08
603.6,8.96E-08
603.8,9.83E-08
604,7.88E-08
604.2,8.50E-08
604.4,1.04E-07
604.6,8.38E-08
604.8,8.36E-08
605,1.58E-07
605.2,2.05E-07
605.4,1.97E-07
605.6,1.87E-07
605.8,2.81E-07
606,3.28E-07
606.2,4.55E-07
606.4,6.00E-07
606.6,7.78E-07
606.8,1.01E-06
607,1.39E-06
607.2,2.07E-06
607.4,2.77E-06
607.6,4.25E-06
607.8,6.36E-06
608,9.63E-06
608.2,1.48E-05
608.4,2.30E-05
608.6,3.50E-05
608.8,5.39E-05
609,8.64E-05
609.2,1.43E-04
609.4,2.37E-04
609.6,4.06E-04
609.8,7.14E-04
610,0.00135
610.2,0.00245
610.4,0.00453
610.6,0.00869
610.8,0.01762
611,0.0375
611.2,0.08311
611.4,0.19405
611.6,0.39947
611.8,0.6498
612,0.83243
612.2,0.90587
612.4,0.9252
612.6,0.93374
612.8,0.94398
613,0.95455
613.2,0.96068
613.4,0.96491
613.6,0.96888
613.8,0.97143
614,0.97472
614.2,0.97768
614.4,0.98161
614.6,0.98493
614.8,0.98658
615,0.98603
615.2,0.98312
615.4,0.97921
615.6,0.97421
615.8,0.96891
616,0.96311
616.2,0.95842
616.4,0.95501
616.6,0.95296
616.8,0.95185
617,0.95134
617.2,0.95046
617.4,0.95052
617.6,0.94969
617.8,0.94785
618,0.94605
618.2,0.9438
618.4,0.94058
618.6,0.93678
618.8,0.93395
619,0.93135
619.2,0.92919
619.4,0.92666
619.6,0.92592
619.8,0.9267
620,0.92733
620.2,0.92963
620.4,0.93149
620.6,0.93446
620.8,0.93668
621,0.93889
621.2,0.94183
621.4,0.94333
621.6,0.94488
621.8,0.94591
622,0.94644
622.2,0.94575
622.4,0.94493
622.6,0.94325
622.8,0.94189
623,0.94007
623.2,0.93808
623.4,0.93639
623.6,0.93566
623.8,0.93449
624,0.93398
624.2,0.93371
624.4,0.93409
624.6,0.93434
624.8,0.93536
625,0.93652
625.2,0.93809
625.4,0.93948
625.6,0.9409
625.8,0.94137
626,0.94305
626.2,0.94448
626.4,0.94551
626.6,0.9468
626.8,0.94805
627,0.94881
627.2,0.94985
627.4,0.95086
627.6,0.95261
627.8,0.95373
628,0.95501
628.2,0.95642
628.4,0.95709
628.6,0.95799
628.8,0.95903
629,0.96
629.2,0.96091
629.4,0.96115
629.6,0.96095
629.8,0.96081
630,0.96005
630.2,0.95835
630.4,0.95634
630.6,0.95388
630.8,0.95106
631,0.94767
631.2,0.94334
631.4,0.93916
631.6,0.9354
631.8,0.93131
632,0.92774
632.2,0.92381
632.4,0.92095
632.6,0.91856
632.8,0.91604
633,0.9151
633.2,0.91316
633.4,0.9128
633.6,0.91431
633.8,0.91575
634,0.9186
634.2,0.92182
634.4,0.92572
634.6,0.9302
634.8,0.93578
635,0.94128
635.2,0.94705
635.4,0.95342
635.6,0.95967
635.8,0.96567
636,0.97145
636.2,0.97705
636.4,0.98233
636.6,0.9858
636.8,0.99034
637,0.9927
637.2,0.9944
637.4,0.99464
637.6,0.99428
637.8,0.99308
638,0.99041
638.2,0.98765
638.4,0.98384
638.6,0.97996
638.8,0.97459
639,0.96958
639.2,0.96519
639.4,0.96028
639.6,0.95549
639.8,0.95064
640,0.94653
640.2,0.94246
640.4,0.93919
640.6,0.93656
640.8,0.93399
641,0.93232
641.2,0.93115
641.4,0.93066
641.6,0.93115
641.8,0.93159
642,0.93287
642.2,0.93492
642.4,0.93677
642.6,0.93959
642.8,0.94174
643,0.94452
643.2,0.94745
643.4,0.94987
643.6,0.9524
643.8,0.95465
644,0.95755
644.2,0.95961
644.4,0.96108
644.6,0.96268
644.8,0.96353
645,0.9635
645.2,0.96302
645.4,0.96272
645.6,0.96223
645.8,0.96081
646,0.95954
646.2,0.95713
646.4,0.95486
646.6,0.95246
646.8,0.95
647,0.94842
647.2,0.94567
647.4,0.94422
647.6,0.94141
647.8,0.93902
648,0.93883
648.2,0.93672
648.4,0.93537
648.6,0.93551
648.8,0.93527
649,0.93534
649.2,0.93608
649.4,0.93748
649.6,0.93854
649.8,0.94069
650,0.94265
650.2,0.94472
650.4,0.94757
650.6,0.95075
650.8,0.95381
651,0.95711
651.2,0.96014
651.4,0.96334
651.6,0.96687
651.8,0.96984
652,0.97283
652.2,0.97571
652.4,0.97805
652.6,0.98016
652.8,0.98236
653,0.98404
653.2,0.9853
653.4,0.98612
653.6,0.98667
653.8,0.98669
654,0.98659
654.2,0.9861
654.4,0.98493
654.6,0.9847
654.8,0.98369
655,0.98315
655.2,0.98135
655.4,0.98033
655.6,0.97943
655.8,0.97861
656,0.9783
656.2,0.97742
656.4,0.97665
656.6,0.97616
656.8,0.976
657,0.97606
657.2,0.97558
657.4,0.97538
657.6,0.97554
657.8,0.97602
658,0.97624
658.2,0.97597
658.4,0.97675
658.6,0.97703
658.8,0.97717
659,0.97688
659.2,0.97667
659.4,0.97682
659.6,0.97615
659.8,0.97567
660,0.97539
660.2,0.97503
660.4,0.97498
660.6,0.97377
660.8,0.97272
661,0.97264
661.2,0.97185
661.4,0.97132
661.6,0.97037
661.8,0.97004
662,0.97035
662.2,0.97029
662.4,0.96998
662.6,0.9705
662.8,0.97122
663,0.97149
663.2,0.97215
663.4,0.97263
663.6,0.97311
663.8,0.9743
664,0.97503
664.2,0.97597
664.4,0.97658
664.6,0.97643
664.8,0.97718
665,0.97764
665.2,0.97738
665.4,0.9777
665.6,0.97713
665.8,0.97672
666,0.97555
666.2,0.97484
666.4,0.97346
666.6,0.97256
666.8,0.97049
667,0.96898
667.2,0.96745
667.4,0.96613
667.6,0.96581
667.8,0.96457
668,0.96364
668.2,0.9628
668.4,0.96311
668.6,0.9627
668.8,0.96306
669,0.96495
669.2,0.965
669.4,0.96666
669.6,0.9684
669.8,0.96971
670,0.97208
670.2,0.97419
670.4,0.97564
670.6,0.97759
670.8,0.97978
671,0.98115
671.2,0.98306
671.4,0.98467
671.6,0.98593
671.8,0.98654
672,0.98681
672.2,0.98765
672.4,0.98775
672.6,0.98637
672.8,0.98653
673,0.9861
673.2,0.98488
673.4,0.98444
673.6,0.98211
673.8,0.98119
674,0.98028
674.2,0.9792
674.4,0.97842
674.6,0.97702
674.8,0.97566
675,0.97463
675.2,0.9738
675.4,0.97281
675.6,0.97222
675.8,0.9705
676,0.97022
676.2,0.96993
676.4,0.96983
676.6,0.96966
676.8,0.96986
677,0.97118
677.2,0.97321
677.4,0.97525
677.6,0.97805
677.8,0.98042
678,0.98203
678.2,0.98488
678.4,0.98544
678.6,0.98373
678.8,0.97968
679,0.97082
679.2,0.95101
679.4,0.9258
679.6,0.89016
679.8,0.84172
680,0.78045
680.2,0.70598
680.4,0.62067
680.6,0.52003
680.8,0.42711
681,0.34073
681.2,0.26397
681.4,0.1997
681.6,0.14841
681.8,0.10876
682,0.07777
682.2,0.05596
682.4,0.04032
682.6,0.0291
682.8,0.02108
683,0.01534
683.2,0.01119
683.4,0.00844
683.6,0.00623
683.8,0.00461
684,0.00343
684.2,0.00258
684.4,0.00195
684.6,0.00148
684.8,0.00105
685,8.09E-04
685.2,6.20E-04
685.4,4.82E-04
685.6,3.76E-04
685.8,2.96E-04
686,2.34E-04
686.2,1.85E-04
686.4,1.46E-04
686.6,1.17E-04
686.8,9.30E-05
687,7.46E-05
687.2,6.05E-05
687.4,4.84E-05
687.6,3.92E-05
687.8,3.21E-05
688,2.59E-05
688.2,2.11E-05
688.4,1.72E-05
688.6,1.42E-05
688.8,1.18E-05
689,9.77E-06
689.2,7.92E-06
689.4,6.63E-06
689.6,5.51E-06
689.8,4.64E-06
690,3.95E-06
690.2,3.37E-06
690.4,2.85E-06
690.6,2.39E-06
690.8,2.02E-06
691,1.83E-06
691.2,1.34E-06
691.4,1.08E-06
691.6,1.04E-06
691.8,8.46E-07
692,8.27E-07
692.2,6.30E-07
692.4,5.24E-07
692.6,4.59E-07
692.8,3.95E-07
693,2.97E-07
693.2,1.49E-07
693.4,3.75E-07
693.6,1.90E-07
693.8,3.37E-07
694,5.50E-08
694.2,8.49E-08
694.4,1.18E-07
694.6,1.40E-07
694.8,1.06E-07
695,8.10E-08
695.2,8.75E-08
695.4,1.19E-07
695.6,9.08E-08
695.8,6.67E-08
696,4.87E-08
696.2,7.49E-08
696.4,1.57E-08
696.6,1.09E-08
696.8,1.46E-08
697,2.18E-08
697.2,2.24E-08
697.4,5.50E-08
697.6,1.23E-08
697.8,2.47E-08
698,4.79E-08
698.2,5.14E-08
698.4,2.76E-08
698.6,1.14E-08
698.8,3.00E-08
699,5.19E-08
699.2,1.76E-08
699.4,1.10E-08
699.6,1.37E-08
699.8,2.03E-08
700,1.16E-08
700.2,4.68E-08
700.4,1.16E-07
700.6,2.61E-08
700.8,1.65E-08
701,1.86E-08
701.2,3.85E-08
701.4,8.79E-08
701.6,1.21E-07
701.8,1.55E-07
702,2.93E-08
702.2,2.25E-08
702.4,4.84E-08
702.6,3.11E-08
702.8,1.29E-08
703,3.94E-08
703.2,6.58E-08
703.4,1.96E-08
703.6,1.07E-08
703.8,2.46E-08
704,5.06E-08
704.2,9.79E-08
704.4,6.28E-08
704.6,1.11E-07
704.8,3.67E-08
705,1.60E-08
705.2,2.78E-08
705.4,1.14E-08
705.6,1.09E-08
705.8,3.15E-08
706,7.32E-08
706.2,3.02E-08
706.4,1.35E-08
706.6,2.47E-08
706.8,5.97E-08
707,6.53E-08
707.2,5.07E-08
707.4,3.66E-08
707.6,1.93E-08
707.8,1.48E-08
708,3.15E-08
708.2,2.27E-08
708.4,1.34E-08
708.6,2.93E-08
708.8,2.33E-08
709,1.08E-08
709.2,1.08E-08
709.4,1.08E-08
709.6,1.08E-08
709.8,4.95E-08
710,7.39E-08
710.2,7.54E-08
710.4,4.50E-08
710.6,1.33E-08
710.8,3.20E-08
711,3.24E-08
711.2,3.85E-08
711.4,4.43E-08
711.6,5.33E-08
711.8,5.10E-08
712,3.83E-08
712.2,9.30E-08
712.4,5.24E-08
712.6,5.44E-08
712.8,5.41E-08
713,2.47E-08
713.2,1.36E-08
713.4,1.99E-08
713.6,1.14E-08
713.8,3.55E-08
714,8.72E-08
714.2,8.55E-08
714.4,1.70E-08
714.6,5.05E-08
714.8,2.15E-08
715,3.28E-08
715.2,1.87E-08
715.4,1.64E-08
715.6,1.98E-08
715.8,2.69E-08
716,1.58E-08
716.2,5.19E-08
716.4,1.42E-08
716.6,2.22E-08
716.8,3.74E-08
717,5.11E-08
717.2,2.75E-08
717.4,1.76E-08
717.6,4.63E-08
717.8,3.11E-08
718,2.62E-08
718.2,1.02E-07
718.4,1.71E-08
718.6,1.97E-08
718.8,1.67E-08
719,4.95E-08
719.2,1.66E-08
719.4,1.66E-08
719.6,1.66E-08
719.8,1.73E-08
720,3.76E-08
720.2,1.38E-08
720.4,7.36E-08
720.6,2.02E-08
720.8,3.47E-08
721,7.73E-08
721.2,4.13E-08
721.4,2.32E-08
721.6,5.53E-08
721.8,5.04E-08
722,5.80E-08
722.2,3.86E-08
722.4,2.70E-08
722.6,1.81E-08
722.8,4.82E-08
723,8.84E-08
723.2,1.66E-08
723.4,1.13E-08
723.6,1.13E-08
723.8,1.33E-08
724,2.24E-08
724.2,1.71E-08
724.4,1.15E-08
724.6,4.70E-08
724.8,9.79E-08
725,4.81E-08
725.2,1.83E-08
725.4,1.13E-07
725.6,3.95E-08
725.8,5.57E-08
726,1.67E-08
726.2,1.14E-08
726.4,1.15E-08
726.6,1.47E-08
726.8,4.48E-08
727,1.65E-08
727.2,2.18E-08
727.4,3.74E-08
727.6,2.30E-08
727.8,1.16E-08
728,1.16E-08
728.2,1.16E-08
728.4,1.16E-08
728.6,1.16E-08
728.8,1.86E-08
729,3.62E-08
729.2,3.70E-08
729.4,1.32E-08
729.6,4.01E-08
729.8,5.06E-08
730,1.56E-08
730.2,2.38E-08
730.4,4.43E-08
730.6,5.15E-08
730.8,3.44E-08
731,2.49E-08
731.2,1.45E-08
731.4,1.20E-08
731.6,3.66E-08
731.8,7.81E-08
732,5.07E-08
732.2,1.19E-08
732.4,1.19E-08
732.6,2.26E-08
732.8,3.37E-08
733,4.21E-08
733.2,4.79E-08
733.4,3.81E-08
733.6,1.25E-08
733.8,1.20E-08
734,2.37E-08
734.2,5.50E-08
734.4,2.83E-08
734.6,1.21E-08
734.8,1.61E-08
735,8.54E-08
735.2,2.05E-08
735.4,2.12E-08
735.6,2.79E-08
735.8,4.97E-08
736,6.49E-08
736.2,2.40E-08
736.4,1.97E-08
736.6,4.09E-08
736.8,3.03E-08
737,2.37E-08
737.2,1.23E-08
737.4,1.45E-08
737.6,2.62E-08
737.8,8.03E-08
738,2.52E-08
738.2,2.99E-08
738.4,2.82E-08
738.6,1.24E-08
738.8,1.24E-08
739,1.27E-08
739.2,3.07E-08
739.4,4.48E-08
739.6,2.84E-08
739.8,1.95E-08
740,1.98E-08
740.2,1.26E-08
740.4,1.26E-08
740.6,4.95E-08
740.8,2.73E-08
741,1.56E-08
741.2,2.61E-08
741.4,2.71E-08
741.6,1.62E-08
741.8,8.69E-08
742,6.15E-08
742.2,2.43E-08
742.4,2.07E-08
742.6,2.83E-08
742.8,2.14E-08
743,6.54E-08
743.2,1.55E-08
743.4,4.00E-08
743.6,2.85E-08
743.8,1.46E-08
744,2.79E-08
744.2,8.29E-08
744.4,1.04E-07
744.6,1.15E-07
744.8,5.84E-08
745,2.42E-08
745.2,1.92E-08
745.4,5.35E-08
745.6,4.84E-08
745.8,1.33E-08
746,1.32E-08
746.2,1.32E-08
746.4,1.32E-08
746.6,1.88E-08
746.8,5.97E-08
747,6.89E-08
747.2,1.44E-08
747.4,5.25E-08
747.6,4.27E-08
747.8,3.11E-08
748,3.85E-08
748.2,2.87E-08
748.4,1.60E-08
748.6,4.89E-08
748.8,9.78E-08
749,3.66E-08
749.2,1.35E-08
749.4,1.35E-08
749.6,1.36E-08
749.8,1.54E-08
750,9.07E-08
750.2,1.13E-07
750.4,4.06E-08
750.6,1.86E-08
750.8,4.03E-08
751,3.62E-08
751.2,9.10E-08
751.4,1.90E-08
751.6,2.15E-08
751.8,2.03E-08
